time,total_band_width
2024-10-26 21:10:00,19048
2024-10-26 21:15:00,17127
2024-10-26 21:20:00,18184
2024-10-26 21:25:00,18823
2024-10-26 21:30:00,17761
2024-10-26 21:35:00,18319
2024-10-26 21:40:00,18936
2024-10-26 21:45:00,18637
2024-10-26 21:50:00,18408
2024-10-26 21:55:00,18418
2024-10-26 22:00:00,18775
2024-10-26 22:05:00,17013
2024-10-26 22:10:00,18636
2024-10-26 22:15:00,17887
2024-10-26 22:20:00,19055
2024-10-26 22:25:00,19043
2024-10-26 22:30:00,17692
2024-10-26 22:35:00,18613
2024-10-26 22:40:00,18819
2024-10-26 22:45:00,18208
2024-10-26 22:50:00,19569
2024-10-26 22:55:00,18740
2024-10-26 23:00:00,18634
2024-10-26 23:05:00,19674
2024-10-26 23:10:00,20362
2024-10-26 23:15:00,19115
2024-10-26 23:20:00,18586
2024-10-26 23:25:00,18253
2024-10-26 23:30:00,19499
2024-10-26 23:35:00,19626
2024-10-26 23:40:00,19674
2024-10-26 23:45:00,19398
2024-10-26 23:50:00,19111
2024-10-26 23:55:00,19933
2024-10-27 00:00:00,16411
2024-10-27 00:05:00,17655
2024-10-27 00:10:00,17353
2024-10-27 00:15:00,17385
2024-10-27 00:20:00,16959
2024-10-27 00:25:00,17394
2024-10-27 00:30:00,17207
2024-10-27 00:35:00,16115
2024-10-27 00:40:00,17633
2024-10-27 00:45:00,18181
2024-10-27 00:50:00,17119
2024-10-27 00:55:00,16605
2024-10-27 01:00:00,16864
2024-10-27 01:05:00,17183
2024-10-27 01:10:00,18097
2024-10-27 01:15:00,17646
2024-10-27 01:20:00,17207
2024-10-27 01:25:00,17282
2024-10-27 01:30:00,17764
2024-10-27 01:35:00,17180
2024-10-27 01:40:00,18109
2024-10-27 01:45:00,17836
2024-10-27 01:50:00,17221
2024-10-27 01:55:00,17323
2024-10-27 02:00:00,17807
2024-10-27 02:05:00,19334
2024-10-27 02:10:00,17611
2024-10-27 02:15:00,17642
2024-10-27 02:20:00,18431
2024-10-27 02:25:00,18552
2024-10-27 02:30:00,18089
2024-10-27 02:35:00,17982
2024-10-27 02:40:00,18546
2024-10-27 02:45:00,17825
2024-10-27 02:50:00,18107
2024-10-27 02:55:00,18902
2024-10-27 03:00:00,19203
2024-10-27 03:05:00,18462
2024-10-27 03:10:00,19125
2024-10-27 03:15:00,18651
2024-10-27 03:20:00,18256
2024-10-27 03:25:00,17800
2024-10-27 03:30:00,18399
2024-10-27 03:35:00,18845
2024-10-27 03:40:00,17843
2024-10-27 03:45:00,18797
2024-10-27 03:50:00,18092
2024-10-27 03:55:00,18234
2024-10-27 04:00:00,19042
2024-10-27 04:05:00,18962
2024-10-27 04:10:00,18825
2024-10-27 04:15:00,19594
2024-10-27 04:20:00,18861
2024-10-27 04:25:00,18547
2024-10-27 04:30:00,18038
2024-10-27 04:35:00,18577
2024-10-27 04:40:00,18164
2024-10-27 04:45:00,18045
2024-10-27 04:50:00,18932
2024-10-27 04:55:00,18466
2024-10-27 05:00:00,18607
2024-10-27 05:05:00,18509
2024-10-27 05:10:00,19463
2024-10-27 05:15:00,20034
2024-10-27 05:20:00,18869
2024-10-27 05:25:00,19294
2024-10-27 05:30:00,19114
2024-10-27 05:35:00,18211
2024-10-27 05:40:00,18590
2024-10-27 05:45:00,18984
2024-10-27 05:50:00,18539
2024-10-27 05:55:00,19590
2024-10-27 06:00:00,18989
2024-10-27 06:05:00,18922
2024-10-27 06:10:00,18402
2024-10-27 06:15:00,18572
2024-10-27 06:20:00,19071
2024-10-27 06:25:00,19305
2024-10-27 06:30:00,18761
2024-10-27 06:35:00,19048
2024-10-27 06:40:00,18603
2024-10-27 06:45:00,18894
2024-10-27 06:50:00,19272
2024-10-27 06:55:00,19236
2024-10-27 07:00:00,19024
2024-10-27 07:05:00,18682
2024-10-27 07:10:00,18387
2024-10-27 07:15:00,18739
2024-10-27 07:20:00,18458
2024-10-27 07:25:00,18438
2024-10-27 07:30:00,18587
2024-10-27 07:35:00,17584
2024-10-27 07:40:00,18042
2024-10-27 07:45:00,17482
2024-10-27 07:50:00,18424
2024-10-27 07:55:00,18253
2024-10-27 08:00:00,18661
2024-10-27 08:05:00,18659
2024-10-27 08:10:00,19352
2024-10-27 08:15:00,19293
2024-10-27 08:20:00,19344
2024-10-27 08:25:00,17959
2024-10-27 08:30:00,18527
2024-10-27 08:35:00,18533
2024-10-27 08:40:00,18196
2024-10-27 08:45:00,18407
2024-10-27 08:50:00,18450
2024-10-27 08:55:00,19592
2024-10-27 09:00:00,18723
2024-10-27 09:05:00,19636
2024-10-27 09:10:00,17675
2024-10-27 09:15:00,18096
2024-10-27 09:20:00,19232
2024-10-27 09:25:00,17805
2024-10-27 09:30:00,17376
2024-10-27 09:35:00,18464
2024-10-27 09:40:00,18392
2024-10-27 09:45:00,18773
2024-10-27 09:50:00,19007
2024-10-27 09:55:00,17959
2024-10-27 10:00:00,17397
2024-10-27 10:05:00,18119
2024-10-27 10:10:00,17895
2024-10-27 10:15:00,18181
2024-10-27 10:20:00,17922
2024-10-27 10:25:00,17643
2024-10-27 10:30:00,17404
2024-10-27 10:35:00,18379
2024-10-27 10:40:00,17191
2024-10-27 10:45:00,17996
2024-10-27 10:50:00,17478
2024-10-27 10:55:00,17642
2024-10-27 11:00:00,17422
2024-10-27 11:05:00,18066
2024-10-27 11:10:00,17064
2024-10-27 11:15:00,16707
2024-10-27 11:20:00,16869
2024-10-27 11:25:00,16987
2024-10-27 11:30:00,17312
2024-10-27 11:35:00,17117
2024-10-27 11:40:00,17532
2024-10-27 11:45:00,17539
2024-10-27 11:50:00,16973
2024-10-27 11:55:00,17000
2024-10-27 12:00:00,17076
2024-10-27 12:05:00,16733
2024-10-27 12:10:00,17354
2024-10-27 12:15:00,16790
2024-10-27 12:20:00,17699
2024-10-27 12:25:00,16659
2024-10-27 12:30:00,16301
2024-10-27 12:35:00,16231
2024-10-27 12:40:00,16042
2024-10-27 12:45:00,17240
2024-10-27 12:50:00,15704
2024-10-27 12:55:00,16699
2024-10-27 13:00:00,16125
2024-10-27 13:05:00,16578
2024-10-27 13:10:00,16467
2024-10-27 13:15:00,16480
2024-10-27 13:20:00,16701
2024-10-27 13:25:00,15514
2024-10-27 13:30:00,16340
2024-10-27 13:35:00,16646
2024-10-27 13:40:00,16511
2024-10-27 13:45:00,16109
2024-10-27 13:50:00,16165
2024-10-27 13:55:00,16362
2024-10-27 14:00:00,14873
2024-10-27 14:05:00,15540
2024-10-27 14:10:00,15555
2024-10-27 14:15:00,15878
2024-10-27 14:20:00,15696
2024-10-27 14:25:00,15165
2024-10-27 14:30:00,15443
2024-10-27 14:35:00,16464
2024-10-27 14:40:00,15803
2024-10-27 14:45:00,15294
2024-10-27 14:50:00,15949
2024-10-27 14:55:00,15672
2024-10-27 15:00:00,16338
2024-10-27 15:05:00,16287
2024-10-27 15:10:00,16365
2024-10-27 15:15:00,15458
2024-10-27 15:20:00,15937
2024-10-27 15:25:00,15708
2024-10-27 15:30:00,15241
2024-10-27 15:35:00,15173
2024-10-27 15:40:00,15105
2024-10-27 15:45:00,14252
2024-10-27 15:50:00,15286
2024-10-27 15:55:00,14807
2024-10-27 16:00:00,15541
2024-10-27 16:05:00,15109
2024-10-27 16:10:00,14761
2024-10-27 16:15:00,15854
2024-10-27 16:20:00,14671
2024-10-27 16:25:00,15190
2024-10-27 16:30:00,15039
2024-10-27 16:35:00,15569
2024-10-27 16:40:00,14734
2024-10-27 16:45:00,14702
2024-10-27 16:50:00,15221
2024-10-27 16:55:00,14902
2024-10-27 17:00:00,14822
2024-10-27 17:05:00,15431
2024-10-27 17:10:00,14654
2024-10-27 17:15:00,15086
2024-10-27 17:20:00,15042
2024-10-27 17:25:00,15617
2024-10-27 17:30:00,15296
2024-10-27 17:35:00,14272
2024-10-27 17:40:00,15430
2024-10-27 17:45:00,15043
2024-10-27 17:50:00,15094
2024-10-27 17:55:00,14597
2024-10-27 18:00:00,15009
2024-10-27 18:05:00,13926
2024-10-27 18:10:00,14682
2024-10-27 18:15:00,16754
2024-10-27 18:20:00,15112
2024-10-27 18:25:00,14069
2024-10-27 18:30:00,15396
2024-10-27 18:35:00,14748
2024-10-27 18:40:00,15217
2024-10-27 18:45:00,14195
2024-10-27 18:50:00,14438
2024-10-27 18:55:00,14841
2024-10-27 19:00:00,15090
2024-10-27 19:05:00,15081
2024-10-27 19:10:00,15200
2024-10-27 19:15:00,15049
2024-10-27 19:20:00,15320
2024-10-27 19:25:00,15215
2024-10-27 19:30:00,15114
2024-10-27 19:35:00,14920
2024-10-27 19:40:00,13897
2024-10-27 19:45:00,15497
2024-10-27 19:50:00,14952
2024-10-27 19:55:00,14989
2024-10-27 20:00:00,15395
2024-10-27 20:05:00,15085
2024-10-27 20:10:00,15069
2024-10-27 20:15:00,16135
2024-10-27 20:20:00,15183
2024-10-27 20:25:00,16123
2024-10-27 20:30:00,15223
2024-10-27 20:35:00,15344
2024-10-27 20:40:00,15443
2024-10-27 20:45:00,14888
2024-10-27 20:50:00,15315
2024-10-27 20:55:00,15562
2024-10-27 21:00:00,15123
2024-10-27 21:05:00,15427
2024-10-27 21:10:00,15072
2024-10-27 21:15:00,15732
2024-10-27 21:20:00,15020
2024-10-27 21:25:00,16527
2024-10-27 21:30:00,16367
2024-10-27 21:35:00,15630
2024-10-27 21:40:00,15873
2024-10-27 21:45:00,15528
2024-10-27 21:50:00,15378
2024-10-27 21:55:00,15204
2024-10-27 22:00:00,15662
2024-10-27 22:05:00,16528
2024-10-27 22:10:00,15880
2024-10-27 22:15:00,16590
2024-10-27 22:20:00,16624
2024-10-27 22:25:00,16136
2024-10-27 22:30:00,16085
2024-10-27 22:35:00,15771
2024-10-27 22:40:00,16325
2024-10-27 22:45:00,16146
2024-10-27 22:50:00,16012
2024-10-27 22:55:00,15730
2024-10-27 23:00:00,15870
2024-10-27 23:05:00,15930
2024-10-27 23:10:00,16609
2024-10-27 23:15:00,17457
2024-10-27 23:20:00,16725
2024-10-27 23:25:00,16846
2024-10-27 23:30:00,17118
2024-10-27 23:35:00,15925
2024-10-27 23:40:00,16538
2024-10-27 23:45:00,16686
2024-10-27 23:50:00,17037
2024-10-27 23:55:00,16774
2024-10-28 00:00:00,17805
2024-10-28 00:05:00,16661
2024-10-28 00:10:00,17591
2024-10-28 00:15:00,18883
2024-10-28 00:20:00,17804
2024-10-28 00:25:00,17440
2024-10-28 00:30:00,17918
2024-10-28 00:35:00,18121
2024-10-28 00:40:00,17297
2024-10-28 00:45:00,18418
2024-10-28 00:50:00,17898
2024-10-28 00:55:00,16920
2024-10-28 01:00:00,18565
2024-10-28 01:05:00,19270
2024-10-28 01:10:00,18416
2024-10-28 01:15:00,18173
2024-10-28 01:20:00,18654
2024-10-28 01:25:00,19169
2024-10-28 01:30:00,17788
2024-10-28 01:35:00,18822
2024-10-28 01:40:00,18711
2024-10-28 01:45:00,18870
2024-10-28 01:50:00,17511
2024-10-28 01:55:00,18573
2024-10-28 02:00:00,19631
2024-10-28 02:05:00,18397
2024-10-28 02:10:00,18963
2024-10-28 02:15:00,18667
2024-10-28 02:20:00,18169
2024-10-28 02:25:00,18569
2024-10-28 02:30:00,18735
2024-10-28 02:35:00,18916
2024-10-28 02:40:00,18887
2024-10-28 02:45:00,17659
2024-10-28 02:50:00,19612
2024-10-28 02:55:00,18860
2024-10-28 03:00:00,19099
2024-10-28 03:05:00,19190
2024-10-28 03:10:00,18319
2024-10-28 03:15:00,19459
2024-10-28 03:20:00,19352
2024-10-28 03:25:00,19370
2024-10-28 03:30:00,18800
2024-10-28 03:35:00,19228
2024-10-28 03:40:00,19021
2024-10-28 03:45:00,18577
2024-10-28 03:50:00,18980
2024-10-28 03:55:00,19436
2024-10-28 04:00:00,19460
2024-10-28 04:05:00,19123
2024-10-28 04:10:00,19708
2024-10-28 04:15:00,20908
2024-10-28 04:20:00,20011
2024-10-28 04:25:00,19210
2024-10-28 04:30:00,19313
2024-10-28 04:35:00,19059
2024-10-28 04:40:00,19278
2024-10-28 04:45:00,19148
2024-10-28 04:50:00,19750
2024-10-28 04:55:00,19909
2024-10-28 05:00:00,20120
2024-10-28 05:05:00,19115
2024-10-28 05:10:00,19423
2024-10-28 05:15:00,18888
2024-10-28 05:20:00,19050
2024-10-28 05:25:00,19514
2024-10-28 05:30:00,19528
2024-10-28 05:35:00,19510
2024-10-28 05:40:00,19620
2024-10-28 05:45:00,18993
2024-10-28 05:50:00,19775
2024-10-28 05:55:00,19594
2024-10-28 06:00:00,19440
2024-10-28 06:05:00,20000
2024-10-28 06:10:00,19557
2024-10-28 06:15:00,19250
2024-10-28 06:20:00,19655
2024-10-28 06:25:00,19885
2024-10-28 06:30:00,20143
2024-10-28 06:35:00,20322
2024-10-28 06:40:00,18899
2024-10-28 06:45:00,19118
2024-10-28 06:50:00,19149
2024-10-28 06:55:00,19173
2024-10-28 07:00:00,19809
2024-10-28 07:05:00,19243
2024-10-28 07:10:00,19032
2024-10-28 07:15:00,19834
2024-10-28 07:20:00,19908
2024-10-28 07:25:00,18862
2024-10-28 07:30:00,19163
2024-10-28 07:35:00,18384
2024-10-28 07:40:00,19447
2024-10-28 07:45:00,19766
2024-10-28 07:50:00,20359
2024-10-28 07:55:00,19131
2024-10-28 08:00:00,19856
2024-10-28 08:05:00,20298
2024-10-28 08:10:00,18921
2024-10-28 08:15:00,17918
2024-10-28 08:20:00,19077
2024-10-28 08:25:00,19318
2024-10-28 08:30:00,19015
2024-10-28 08:35:00,19667
2024-10-28 08:40:00,19844
2024-10-28 08:45:00,18946
2024-10-28 08:50:00,19441
2024-10-28 08:55:00,18506
2024-10-28 09:00:00,20072
2024-10-28 09:05:00,19516
2024-10-28 09:10:00,18425
2024-10-28 09:15:00,19499
2024-10-28 09:20:00,19082
2024-10-28 09:25:00,19047
2024-10-28 09:30:00,18991
2024-10-28 09:35:00,19475
2024-10-28 09:40:00,19108
2024-10-28 09:45:00,18511
2024-10-28 09:50:00,19039
2024-10-28 09:55:00,17747
2024-10-28 10:00:00,19098
2024-10-28 10:05:00,19112
2024-10-28 10:10:00,18645
2024-10-28 10:15:00,18684
2024-10-28 10:20:00,18587
2024-10-28 10:25:00,17976
2024-10-28 10:30:00,17990
2024-10-28 10:35:00,18043
2024-10-28 10:40:00,17798
2024-10-28 10:45:00,17702
2024-10-28 10:50:00,17845
2024-10-28 10:55:00,17691
2024-10-28 11:00:00,17213
2024-10-28 11:05:00,18038
2024-10-28 11:10:00,17431
2024-10-28 11:15:00,18595
2024-10-28 11:20:00,17533
2024-10-28 11:25:00,18510
2024-10-28 11:30:00,17175
2024-10-28 11:35:00,18186
2024-10-28 11:40:00,17599
2024-10-28 11:45:00,18029
2024-10-28 11:50:00,17142
2024-10-28 11:55:00,18532
2024-10-28 12:00:00,18263
2024-10-28 12:05:00,17624
2024-10-28 12:10:00,17030
2024-10-28 12:15:00,16969
2024-10-28 12:20:00,16962
2024-10-28 12:25:00,17908
2024-10-28 12:30:00,18121
2024-10-28 12:35:00,17560
2024-10-28 12:40:00,18040
2024-10-28 12:45:00,18356
2024-10-28 12:50:00,17307
2024-10-28 12:55:00,18022
2024-10-28 13:00:00,16513
2024-10-28 13:05:00,17380
2024-10-28 13:10:00,17268
2024-10-28 13:15:00,18278
2024-10-28 13:20:00,17536
2024-10-28 13:25:00,17232
2024-10-28 13:30:00,16842
2024-10-28 13:35:00,16926
2024-10-28 13:40:00,17251
2024-10-28 13:45:00,16645
2024-10-28 13:50:00,17098
2024-10-28 13:55:00,16741
2024-10-28 14:00:00,16503
2024-10-28 14:05:00,17040
2024-10-28 14:10:00,17081
2024-10-28 14:15:00,16242
2024-10-28 14:20:00,16419
2024-10-28 14:25:00,16403
2024-10-28 14:30:00,16796
2024-10-28 14:35:00,17178
2024-10-28 14:40:00,16096
2024-10-28 14:45:00,16214
2024-10-28 14:50:00,15978
2024-10-28 14:55:00,15279
2024-10-28 15:00:00,16477
2024-10-28 15:05:00,16755
2024-10-28 15:10:00,16269
2024-10-28 15:15:00,15802
2024-10-28 15:20:00,15495
2024-10-28 15:25:00,16639
2024-10-28 15:30:00,15908
2024-10-28 15:35:00,16136
2024-10-28 15:40:00,15519
2024-10-28 15:45:00,15045
2024-10-28 15:50:00,15452
2024-10-28 15:55:00,15301
2024-10-28 16:00:00,16401
2024-10-28 16:05:00,15830
2024-10-28 16:10:00,15728
2024-10-28 16:15:00,16656
2024-10-28 16:20:00,15287
2024-10-28 16:25:00,15304
2024-10-28 16:30:00,16296
2024-10-28 16:35:00,15698
2024-10-28 16:40:00,16162
2024-10-28 16:45:00,15671
2024-10-28 16:50:00,15364
2024-10-28 16:55:00,15254
2024-10-28 17:00:00,15399
2024-10-28 17:05:00,15436
2024-10-28 17:10:00,16117
2024-10-28 17:15:00,16271
2024-10-28 17:20:00,15077
2024-10-28 17:25:00,15668
2024-10-28 17:30:00,15517
2024-10-28 17:35:00,16175
2024-10-28 17:40:00,15923
2024-10-28 17:45:00,15632
2024-10-28 17:50:00,14936
2024-10-28 17:55:00,14615
2024-10-28 18:00:00,14982
2024-10-28 18:05:00,14792
2024-10-28 18:10:00,15755
2024-10-28 18:15:00,15500
2024-10-28 18:20:00,15900
2024-10-28 18:25:00,15977
2024-10-28 18:30:00,15234
2024-10-28 18:35:00,15422
2024-10-28 18:40:00,16916
2024-10-28 18:45:00,15004
2024-10-28 18:50:00,16451
2024-10-28 18:55:00,15798
2024-10-28 19:00:00,15429
2024-10-28 19:05:00,15557
2024-10-28 19:10:00,15604
2024-10-28 19:15:00,15934
2024-10-28 19:20:00,15841
2024-10-28 19:25:00,15928
2024-10-28 19:30:00,16055
2024-10-28 19:35:00,15647
2024-10-28 19:40:00,14702
2024-10-28 19:45:00,16526
2024-10-28 19:50:00,16142
2024-10-28 19:55:00,14685
2024-10-28 20:00:00,16063
2024-10-28 20:05:00,16332
2024-10-28 20:10:00,15722
2024-10-28 20:15:00,15680
2024-10-28 20:20:00,15924
2024-10-28 20:25:00,15941
2024-10-28 20:30:00,16296
2024-10-28 20:35:00,15526
2024-10-28 20:40:00,16632
2024-10-28 20:45:00,17044
2024-10-28 20:50:00,15447
2024-10-28 20:55:00,15590
2024-10-28 21:00:00,16603
2024-10-28 21:05:00,15395
2024-10-28 21:10:00,16540
2024-10-28 21:15:00,16425
2024-10-28 21:20:00,15317
2024-10-28 21:25:00,16503
2024-10-28 21:30:00,17098
2024-10-28 21:35:00,16302
2024-10-28 21:40:00,16868
2024-10-28 21:45:00,17151
2024-10-28 21:50:00,17505
2024-10-28 21:55:00,17419
2024-10-28 22:00:00,16137
2024-10-28 22:05:00,16109
2024-10-28 22:10:00,16947
2024-10-28 22:15:00,16689
2024-10-28 22:20:00,17037
2024-10-28 22:25:00,17314
2024-10-28 22:30:00,16638
2024-10-28 22:35:00,16091
2024-10-28 22:40:00,17643
2024-10-28 22:45:00,17250
2024-10-28 22:50:00,17511
2024-10-28 22:55:00,17412
2024-10-28 23:00:00,16731
2024-10-28 23:05:00,16839
2024-10-28 23:10:00,17144
2024-10-28 23:15:00,17398
2024-10-28 23:20:00,17394
2024-10-28 23:25:00,17249
2024-10-28 23:30:00,16914
2024-10-28 23:35:00,17427
2024-10-28 23:40:00,17057
2024-10-28 23:45:00,17610
2024-10-28 23:50:00,18915
2024-10-28 23:55:00,16876
2024-10-29 00:00:00,18848
2024-10-29 00:05:00,18273
2024-10-29 00:10:00,18771
2024-10-29 00:15:00,17708
2024-10-29 00:20:00,18632
2024-10-29 00:25:00,18979
2024-10-29 00:30:00,19299
2024-10-29 00:35:00,19037
2024-10-29 00:40:00,18377
2024-10-29 00:45:00,20004
2024-10-29 00:50:00,17982
2024-10-29 00:55:00,18769
2024-10-29 01:00:00,19141
2024-10-29 01:05:00,19004
2024-10-29 01:10:00,17880
2024-10-29 01:15:00,19652
2024-10-29 01:20:00,18444
2024-10-29 01:25:00,18032
2024-10-29 01:30:00,19584
2024-10-29 01:35:00,19113
2024-10-29 01:40:00,19982
2024-10-29 01:45:00,19157
2024-10-29 01:50:00,19129
2024-10-29 01:55:00,19099
2024-10-29 02:00:00,19791
2024-10-29 02:05:00,18986
2024-10-29 02:10:00,20362
2024-10-29 02:15:00,18896
2024-10-29 02:20:00,20143
2024-10-29 02:25:00,18248
2024-10-29 02:30:00,20200
2024-10-29 02:35:00,19682
2024-10-29 02:40:00,21323
2024-10-29 02:45:00,19440
2024-10-29 02:50:00,20265
2024-10-29 02:55:00,19684
2024-10-29 03:00:00,19477
2024-10-29 03:05:00,19763
2024-10-29 03:10:00,21029
2024-10-29 03:15:00,19939
2024-10-29 03:20:00,19668
2024-10-29 03:25:00,19772
2024-10-29 03:30:00,20130
2024-10-29 03:35:00,20550
2024-10-29 03:40:00,19196
2024-10-29 03:45:00,19272
2024-10-29 03:50:00,20373
2024-10-29 03:55:00,20108
2024-10-29 04:00:00,20350
2024-10-29 04:05:00,20672
2024-10-29 04:10:00,20433
2024-10-29 04:15:00,20579
2024-10-29 04:20:00,19564
2024-10-29 04:25:00,20738
2024-10-29 04:30:00,20035
2024-10-29 04:35:00,19672
2024-10-29 04:40:00,19911
2024-10-29 04:45:00,20238
2024-10-29 04:50:00,20148
2024-10-29 04:55:00,20596
2024-10-29 05:00:00,20084
2024-10-29 05:05:00,19789
2024-10-29 05:10:00,20813
2024-10-29 05:15:00,20155
2024-10-29 05:20:00,20189
2024-10-29 05:25:00,20010
2024-10-29 05:30:00,20229
2024-10-29 05:35:00,20702
2024-10-29 05:40:00,20314
2024-10-29 05:45:00,20946
2024-10-29 05:50:00,20963
2024-10-29 05:55:00,20234
2024-10-29 06:00:00,20160
2024-10-29 06:05:00,20604
2024-10-29 06:10:00,19411
2024-10-29 06:15:00,20596
2024-10-29 06:20:00,21018
2024-10-29 06:25:00,19383
2024-10-29 06:30:00,21288
2024-10-29 06:35:00,19853
2024-10-29 06:40:00,20980
2024-10-29 06:45:00,20585
2024-10-29 06:50:00,19232
2024-10-29 06:55:00,21384
2024-10-29 07:00:00,20012
2024-10-29 07:05:00,19450
2024-10-29 07:10:00,21137
2024-10-29 07:15:00,20926
2024-10-29 07:20:00,19547
2024-10-29 07:25:00,20036
2024-10-29 07:30:00,20768
2024-10-29 07:35:00,20497
2024-10-29 07:40:00,18736
2024-10-29 07:45:00,20098
2024-10-29 07:50:00,20199
2024-10-29 07:55:00,20397
2024-10-29 08:00:00,19872
2024-10-29 08:05:00,19980
2024-10-29 08:10:00,19138
2024-10-29 08:15:00,20094
2024-10-29 08:20:00,19332
2024-10-29 08:25:00,19766
2024-10-29 08:30:00,19956
2024-10-29 08:35:00,20643
2024-10-29 08:40:00,20108
2024-10-29 08:45:00,20208
2024-10-29 08:50:00,19970
2024-10-29 08:55:00,20927
2024-10-29 09:00:00,19756
2024-10-29 09:05:00,19149
2024-10-29 09:10:00,19898
2024-10-29 09:15:00,18608
2024-10-29 09:20:00,19695
2024-10-29 09:25:00,19507
2024-10-29 09:30:00,18932
2024-10-29 09:35:00,19739
2024-10-29 09:40:00,19583
2024-10-29 09:45:00,18873
2024-10-29 09:50:00,19176
2024-10-29 09:55:00,19215
2024-10-29 10:00:00,19845
2024-10-29 10:05:00,18439
2024-10-29 10:10:00,18970
2024-10-29 10:15:00,18890
2024-10-29 10:20:00,19147
2024-10-29 10:25:00,19201
2024-10-29 10:30:00,18885
2024-10-29 10:35:00,19094
2024-10-29 10:40:00,18829
2024-10-29 10:45:00,18504
2024-10-29 10:50:00,18770
2024-10-29 10:55:00,18586
2024-10-29 11:00:00,19419
2024-10-29 11:05:00,19733
2024-10-29 11:10:00,18746
2024-10-29 11:15:00,18517
2024-10-29 11:20:00,18655
2024-10-29 11:25:00,19609
2024-10-29 11:30:00,18529
2024-10-29 11:35:00,18157
2024-10-29 11:40:00,19226
2024-10-29 11:45:00,18865
2024-10-29 11:50:00,18453
2024-10-29 11:55:00,18228
2024-10-29 12:00:00,18028
2024-10-29 12:05:00,18149
2024-10-29 12:10:00,17918
2024-10-29 12:15:00,18915
2024-10-29 12:20:00,18234
2024-10-29 12:25:00,17827
2024-10-29 12:30:00,18047
2024-10-29 12:35:00,17250
2024-10-29 12:40:00,17779
2024-10-29 12:45:00,17982
2024-10-29 12:50:00,18626
2024-10-29 12:55:00,18012
2024-10-29 13:00:00,17365
2024-10-29 13:05:00,17814
2024-10-29 13:10:00,18722
2024-10-29 13:15:00,17633
2024-10-29 13:20:00,17690
2024-10-29 13:25:00,17656
2024-10-29 13:30:00,18461
2024-10-29 13:35:00,17510
2024-10-29 13:40:00,17204
2024-10-29 13:45:00,17596
2024-10-29 13:50:00,16605
2024-10-29 13:55:00,17169
2024-10-29 14:00:00,17740
2024-10-29 14:05:00,17107
2024-10-29 14:10:00,18557
2024-10-29 14:15:00,16810
2024-10-29 14:20:00,18360
2024-10-29 14:25:00,16581
2024-10-29 14:30:00,17108
2024-10-29 14:35:00,16339
2024-10-29 14:40:00,17371
2024-10-29 14:45:00,16982
2024-10-29 14:50:00,17038
2024-10-29 14:55:00,17292
2024-10-29 15:00:00,16904
2024-10-29 15:05:00,16277
2024-10-29 15:10:00,16618
2024-10-29 15:15:00,16382
2024-10-29 15:20:00,16778
2024-10-29 15:25:00,16358
2024-10-29 15:30:00,16999
2024-10-29 15:35:00,16946
2024-10-29 15:40:00,16650
2024-10-29 15:45:00,17412
2024-10-29 15:50:00,16870
2024-10-29 15:55:00,17128
2024-10-29 16:00:00,16687
2024-10-29 16:05:00,16053
2024-10-29 16:10:00,16574
2024-10-29 16:15:00,16206
2024-10-29 16:20:00,17502
2024-10-29 16:25:00,16883
2024-10-29 16:30:00,17557
2024-10-29 16:35:00,16818
2024-10-29 16:40:00,16413
2024-10-29 16:45:00,15845
2024-10-29 16:50:00,16633
2024-10-29 16:55:00,15831
2024-10-29 17:00:00,16907
2024-10-29 17:05:00,16787
2024-10-29 17:10:00,16371
2024-10-29 17:15:00,16212
2024-10-29 17:20:00,16307
2024-10-29 17:25:00,16463
2024-10-29 17:30:00,16041
2024-10-29 17:35:00,17037
2024-10-29 17:40:00,15686
2024-10-29 17:45:00,16918
2024-10-29 17:50:00,17844
2024-10-29 17:55:00,16403
2024-10-29 18:00:00,16620
2024-10-29 18:05:00,16914
2024-10-29 18:10:00,16032
2024-10-29 18:15:00,16607
2024-10-29 18:20:00,16215
2024-10-29 18:25:00,15820
2024-10-29 18:30:00,16788
2024-10-29 18:35:00,15601
2024-10-29 18:40:00,16941
2024-10-29 18:45:00,16544
2024-10-29 18:50:00,15678
2024-10-29 18:55:00,17270
2024-10-29 19:00:00,16722
2024-10-29 19:05:00,17064
2024-10-29 19:10:00,16775
2024-10-29 19:15:00,16554
2024-10-29 19:20:00,16828
2024-10-29 19:25:00,16080
2024-10-29 19:30:00,16447
2024-10-29 19:35:00,16269
2024-10-29 19:40:00,16310
2024-10-29 19:45:00,16951
2024-10-29 19:50:00,16935
2024-10-29 19:55:00,16479
2024-10-29 20:00:00,16187
2024-10-29 20:05:00,15946
2024-10-29 20:10:00,17171
2024-10-29 20:15:00,17640
2024-10-29 20:20:00,17246
2024-10-29 20:25:00,17098
2024-10-29 20:30:00,17283
2024-10-29 20:35:00,17086
2024-10-29 20:40:00,17182
2024-10-29 20:45:00,16520
2024-10-29 20:50:00,16498
2024-10-29 20:55:00,17180
2024-10-29 21:00:00,17333
2024-10-29 21:05:00,17584
2024-10-29 21:10:00,17643
2024-10-29 21:15:00,16646
2024-10-29 21:20:00,17512
2024-10-29 21:25:00,17104
2024-10-29 21:30:00,16597
2024-10-29 21:35:00,17495
2024-10-29 21:40:00,16412
2024-10-29 21:45:00,16506
2024-10-29 21:50:00,17061
2024-10-29 21:55:00,17834
