no,gender,age,height,weight,bmi,griffith,sensitivity,preference,environment,season,ta,hr,va,date,time
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,22.84,47,1.08,112,3
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,22.0,47,0.24,112,0
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,22.63,47,0.48,112,1
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,22.22,47,0.36,112,2
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,22.45,47,0.0,112,3
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,22.0,47,0.12,112,0
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,22.94,47,0.72,112,1
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,22.1,47,0.6,112,2
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,22.21,47,0.96,112,3
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,22.0,47,0.36,112,0
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,22.63,47,0.12,112,1
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,22.36,47,0.12,112,2
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,22.14,47,1.08,112,3
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,22.0,47,0.96,112,0
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,22.94,47,1.2,112,1
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,22.66,47,0.84,112,2
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,22.93,47,0.72,112,3
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,22.0,47,0.6,112,0
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,22.63,47,0.24,112,1
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,22.72,47,0.96,112,2
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,22.59,47,0.12,112,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,22.0,47,1.08,112,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,22.67,47,0.84,112,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,22.85,47,0.6,112,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,22.87,47,0.72,112,3
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,22.0,47,0.24,112,0
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,22.67,47,1.08,112,1
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,22.08,47,0.72,112,2
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,22.22,47,0.12,112,3
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,22.0,47,1.2,112,0
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,22.22,47,0.84,112,1
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,22.58,47,0.96,112,2
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,22.26,47,0.12,112,3
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,22.5,47,0.96,113,0
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,23.42,47,0.24,113,1
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,22.81,47,1.08,113,2
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,23.47,47,1.2,113,3
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,22.5,47,0.24,113,0
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,23.37,47,0.0,113,1
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,23.41,47,0.72,113,2
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,23.3,47,1.08,113,3
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,22.5,47,0.84,113,0
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,22.78,47,0.84,113,1
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,23.06,47,0.84,113,2
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,23.28,47,1.2,113,3
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,22.5,47,0.48,113,0
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,23.19,47,0.72,113,1
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,23.34,47,0.6,113,2
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,23.14,47,0.36,113,3
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,22.5,47,0.36,113,0
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,23.14,47,1.08,113,1
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,22.62,47,1.08,113,2
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,22.74,47,0.6,113,3
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,22.5,47,0.24,113,0
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,23.39,47,0.12,113,1
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,23.14,47,0.48,113,2
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,23.09,47,0.84,113,3
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,22.5,47,0.24,113,0
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,23.19,47,0.48,113,1
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,23.26,47,0.6,113,2
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,22.55,47,0.48,113,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,22.5,47,0.96,113,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,23.07,47,0.96,113,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,23.09,47,1.08,113,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,23.41,47,0.84,113,3
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,22.5,47,0.6,113,0
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,23.21,47,0.48,113,1
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,23.34,47,1.2,113,2
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,23.09,47,0.72,113,3
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,22.5,47,0.84,113,0
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,23.24,47,0.72,113,1
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,22.57,47,0.0,113,2
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,23.14,47,0.72,113,3
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,23.0,47,0.84,114,0
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,23.45,47,1.2,114,1
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,23.11,47,0.24,114,2
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,23.34,47,1.08,114,3
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,23.0,47,0.72,114,0
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,23.01,47,1.08,114,1
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,23.85,47,0.72,114,2
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,23.08,47,0.12,114,3
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,23.0,47,0.72,114,0
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,23.98,47,1.08,114,1
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,23.82,47,0.24,114,2
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,23.66,47,0.6,114,3
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,23.0,47,0.36,114,0
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,23.74,47,0.24,114,1
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,23.64,47,0.36,114,2
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,23.83,47,0.96,114,3
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,23.0,47,0.48,114,0
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,23.22,47,0.72,114,1
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,23.93,47,1.08,114,2
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,23.26,47,0.24,114,3
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,23.0,47,0.72,114,0
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,23.55,47,0.84,114,1
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,23.58,47,0.12,114,2
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,23.3,47,0.24,114,3
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,23.0,47,0.48,114,0
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,23.61,47,1.08,114,1
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,23.71,47,0.96,114,2
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,23.03,47,0.6,114,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,23.0,47,0.0,114,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,23.3,47,1.2,114,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,23.18,47,0.36,114,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,23.89,47,0.24,114,3
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,23.0,47,1.08,114,0
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,23.73,47,0.96,114,1
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,23.24,47,0.84,114,2
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,23.67,47,1.08,114,3
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,23.0,47,0.0,114,0
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,23.1,47,0.0,114,1
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,23.19,47,0.0,114,2
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,23.75,47,0.6,114,3
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,23.5,47,0.48,115,0
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,24.03,47,0.0,115,1
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,24.48,47,0.24,115,2
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,23.86,47,1.08,115,3
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,23.5,47,0.48,115,0
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,23.67,47,0.84,115,1
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,24.19,47,0.96,115,2
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,24.26,47,0.24,115,3
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,23.5,47,0.84,115,0
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,24.32,47,0.36,115,1
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,24.0,47,0.6,115,2
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,23.83,47,0.6,115,3
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,23.5,47,1.08,115,0
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,23.72,47,0.24,115,1
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,23.75,47,0.36,115,2
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,23.71,47,0.48,115,3
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,23.5,47,0.72,115,0
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,23.82,47,0.36,115,1
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,24.34,47,0.84,115,2
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,24.21,47,0.84,115,3
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,23.5,47,0.36,115,0
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,23.85,47,0.24,115,1
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,24.49,47,0.12,115,2
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,23.83,47,0.12,115,3
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,23.5,47,0.96,115,0
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,23.71,47,1.08,115,1
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,24.29,47,0.84,115,2
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,24.09,47,0.84,115,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,23.5,47,1.2,115,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,24.41,47,0.0,115,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,24.45,47,0.36,115,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,23.58,47,0.24,115,3
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,23.5,47,0.24,115,0
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,23.57,47,0.84,115,1
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,24.11,47,0.12,115,2
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,24.34,47,0.96,115,3
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,23.5,47,0.6,115,0
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,24.08,47,0.12,115,1
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,24.08,47,1.08,115,2
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,24.38,47,0.96,115,3
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,24.0,47,0.12,116,0
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,24.54,47,0.96,116,1
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,24.43,47,0.36,116,2
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,24.87,47,1.08,116,3
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,24.0,47,0.6,116,0
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,24.18,47,1.08,116,1
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,24.4,47,0.36,116,2
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,24.09,47,0.6,116,3
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,24.0,47,0.96,116,0
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,24.46,47,0.24,116,1
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,24.98,47,1.2,116,2
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,24.74,47,1.08,116,3
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,24.0,47,0.6,116,0
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,24.21,47,0.72,116,1
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,24.05,47,0.36,116,2
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,24.45,47,0.24,116,3
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,24.0,47,0.12,116,0
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,24.53,47,0.36,116,1
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,24.81,47,0.24,116,2
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,24.32,47,0.84,116,3
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,24.0,47,0.72,116,0
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,24.65,47,0.36,116,1
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,24.28,47,0.6,116,2
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,24.48,47,0.24,116,3
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,24.0,47,0.24,116,0
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,24.05,47,1.08,116,1
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,24.16,47,0.84,116,2
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,24.83,47,1.2,116,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,24.0,47,0.24,116,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,24.32,47,0.96,116,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,24.24,47,0.24,116,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,24.18,47,0.36,116,3
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,24.0,47,0.36,116,0
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,24.51,47,1.2,116,1
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,24.24,47,0.96,116,2
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,24.01,47,0.72,116,3
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,24.0,47,0.48,116,0
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,24.61,47,0.96,116,1
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,24.48,47,0.24,116,2
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,24.09,47,0.12,116,3
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,24.5,47,0.48,117,0
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,25.37,47,0.96,117,1
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,24.83,47,0.96,117,2
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,24.78,47,0.96,117,3
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,24.5,47,0.6,117,0
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,25.48,47,0.36,117,1
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,24.72,47,0.12,117,2
9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,25.19,47,0.84,117,3
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,24.5,47,0.48,117,0
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,24.63,47,0.24,117,1
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,25.08,47,1.2,117,2
14.0,1.0,24.0,181.0,70.0,21.37,1.16,1.0,-1.0,1.0,0.0,24.53,47,0.36,117,3
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,24.5,47,0.12,117,0
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,24.81,47,0.12,117,1
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,24.78,47,0.6,117,2
16.0,1.0,23.0,180.0,70.0,21.6,2.27,1.0,-1.0,-1.0,0.0,24.62,47,0.36,117,3
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,24.5,47,0.36,117,0
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,25.25,47,0.72,117,1
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,25.01,47,0.24,117,2
18.0,0.0,22.0,163.0,48.0,18.07,1.09,1.0,-1.0,-1.0,0.0,24.67,47,0.48,117,3
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,24.5,47,0.72,117,0
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,24.86,47,0.12,117,1
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,24.64,47,0.0,117,2
30.0,1.0,31.0,180.0,66.0,20.37,0.59,1.0,0.0,1.0,0.0,24.79,47,0.36,117,3
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,24.5,47,0.96,117,0
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,24.9,47,0.96,117,1
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,25.31,47,0.96,117,2
43.0,0.0,28.0,161.0,57.0,21.99,0.44,1.0,1.0,0.0,0.0,24.86,47,0.36,117,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,24.5,47,1.08,117,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,25.37,47,0.0,117,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,25.14,47,0.96,117,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,1.0,1.0,1.0,0.0,25.3,47,0.72,117,3
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,24.5,47,0.24,117,0
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,24.91,47,0.96,117,1
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,25.47,47,0.84,117,2
49.0,0.0,23.0,170.0,60.0,20.76,0.88,1.0,-1.0,-1.0,0.0,25.38,47,1.08,117,3
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,24.5,47,0.36,117,0
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,24.5,47,1.08,117,1
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,25.39,47,0.72,117,2
51.0,0.0,23.0,163.0,55.0,20.7,0.89,1.0,-1.0,-1.0,0.0,25.35,47,0.6,117,3
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,25.0,47,0.36,118,0
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,25.67,47,0.96,118,1
8.0,0.0,28.0,168.0,54.0,19.13,0.49,1.0,0.0,1.0,0.0,25.13,47,0.48,118,2
